subset,filename,path,random_seed
robustness,217__M_Left_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\217__M_Left_index_finger.BMP,20260902
robustness,537__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\537__M_Left_little_finger.BMP,20260902
robustness,197__M_Right_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\197__M_Right_ring_finger.BMP,20260902
robustness,156__F_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\156__F_Left_ring_finger.BMP,20260902
robustness,399__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\399__M_Left_little_finger.BMP,20260902
robustness,62__M_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\62__M_Left_ring_finger.BMP,20260902
robustness,152__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\152__M_Left_little_finger.BMP,20260902
robustness,273__M_Right_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\273__M_Right_index_finger.BMP,20260902
robustness,367__M_Right_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\367__M_Right_ring_finger.BMP,20260902
robustness,172__M_Left_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\172__M_Left_middle_finger.BMP,20260902
robustness,275__F_Right_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\275__F_Right_middle_finger.BMP,20260902
robustness,464__M_Left_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\464__M_Left_middle_finger.BMP,20260902
robustness,150__M_Right_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\150__M_Right_middle_finger.BMP,20260902
robustness,345__M_Right_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\345__M_Right_ring_finger.BMP,20260902
robustness,368__M_Left_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\368__M_Left_index_finger.BMP,20260902
robustness,136__F_Right_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\136__F_Right_little_finger.BMP,20260902
robustness,97__M_Right_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\97__M_Right_middle_finger.BMP,20260902
robustness,315__F_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\315__F_Left_little_finger.BMP,20260902
robustness,308__M_Left_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\308__M_Left_index_finger.BMP,20260902
robustness,465__F_Right_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\465__F_Right_ring_finger.BMP,20260902
robustness,49__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\49__M_Left_little_finger.BMP,20260902
robustness,486__M_Right_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\486__M_Right_ring_finger.BMP,20260902
robustness,51__M_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\51__M_Left_ring_finger.BMP,20260902
robustness,105__M_Left_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\105__M_Left_middle_finger.BMP,20260902
robustness,466__F_Right_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\466__F_Right_middle_finger.BMP,20260902
robustness,567__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\567__M_Left_little_finger.BMP,20260902
robustness,197__M_Left_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\197__M_Left_thumb_finger.BMP,20260902
robustness,264__M_Left_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\264__M_Left_middle_finger.BMP,20260902
robustness,84__M_Left_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\84__M_Left_middle_finger.BMP,20260902
robustness,512__M_Left_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\512__M_Left_thumb_finger.BMP,20260902
robustness,496__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\496__M_Left_little_finger.BMP,20260902
robustness,424__M_Right_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\424__M_Right_index_finger.BMP,20260902
robustness,203__M_Left_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\203__M_Left_thumb_finger.BMP,20260902
robustness,169__F_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\169__F_Left_little_finger.BMP,20260902
robustness,163__M_Right_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\163__M_Right_index_finger.BMP,20260902
robustness,448__M_Left_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\448__M_Left_index_finger.BMP,20260902
robustness,182__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\182__M_Left_little_finger.BMP,20260902
robustness,477__M_Left_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\477__M_Left_index_finger.BMP,20260902
robustness,545__M_Right_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\545__M_Right_thumb_finger.BMP,20260902
robustness,148__M_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\148__M_Left_ring_finger.BMP,20260902
robustness,420__M_Left_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\420__M_Left_thumb_finger.BMP,20260902
robustness,526__F_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\526__F_Left_ring_finger.BMP,20260902
robustness,374__M_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\374__M_Left_ring_finger.BMP,20260902
robustness,119__F_Right_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\119__F_Right_ring_finger.BMP,20260902
robustness,202__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\202__M_Left_little_finger.BMP,20260902
robustness,290__M_Left_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\290__M_Left_middle_finger.BMP,20260902
robustness,58__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\58__M_Left_little_finger.BMP,20260902
robustness,340__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\340__M_Left_little_finger.BMP,20260902
robustness,216__M_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\216__M_Left_ring_finger.BMP,20260902
robustness,272__M_Right_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\272__M_Right_index_finger.BMP,20260902
robustness,581__F_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\581__F_Left_little_finger.BMP,20260902
robustness,446__M_Left_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\446__M_Left_middle_finger.BMP,20260902
robustness,76__F_Right_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\76__F_Right_thumb_finger.BMP,20260902
robustness,352__M_Right_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\352__M_Right_ring_finger.BMP,20260902
robustness,212__M_Right_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\212__M_Right_middle_finger.BMP,20260902
robustness,360__M_Right_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\360__M_Right_index_finger.BMP,20260902
robustness,41__M_Left_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\41__M_Left_index_finger.BMP,20260902
robustness,112__M_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\112__M_Left_ring_finger.BMP,20260902
robustness,476__M_Right_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\476__M_Right_middle_finger.BMP,20260902
robustness,226__M_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\226__M_Left_ring_finger.BMP,20260902
robustness,561__M_Left_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\561__M_Left_index_finger.BMP,20260902
robustness,54__M_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\54__M_Left_ring_finger.BMP,20260902
robustness,334__F_Left_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\334__F_Left_index_finger.BMP,20260902
robustness,129__M_Right_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\129__M_Right_index_finger.BMP,20260902
robustness,447__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\447__M_Left_little_finger.BMP,20260902
robustness,227__M_Right_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\227__M_Right_thumb_finger.BMP,20260902
robustness,253__F_Left_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\253__F_Left_thumb_finger.BMP,20260902
robustness,578__M_Left_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\578__M_Left_index_finger.BMP,20260902
robustness,34__M_Right_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\34__M_Right_thumb_finger.BMP,20260902
robustness,146__M_Right_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\146__M_Right_middle_finger.BMP,20260902
robustness,289__F_Right_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\289__F_Right_little_finger.BMP,20260902
robustness,80__M_Right_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\80__M_Right_middle_finger.BMP,20260902
robustness,450__M_Right_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\450__M_Right_ring_finger.BMP,20260902
robustness,376__F_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\376__F_Left_ring_finger.BMP,20260902
robustness,207__M_Right_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\207__M_Right_thumb_finger.BMP,20260902
robustness,356__M_Right_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\356__M_Right_middle_finger.BMP,20260902
robustness,550__F_Right_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\550__F_Right_thumb_finger.BMP,20260902
robustness,516__M_Left_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\516__M_Left_thumb_finger.BMP,20260902
robustness,460__M_Right_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\460__M_Right_index_finger.BMP,20260902
robustness,128__M_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\128__M_Left_ring_finger.BMP,20260902
robustness,94__M_Right_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\94__M_Right_little_finger.BMP,20260902
robustness,192__M_Right_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\192__M_Right_thumb_finger.BMP,20260902
robustness,128__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\128__M_Left_little_finger.BMP,20260902
robustness,108__M_Right_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\108__M_Right_thumb_finger.BMP,20260902
robustness,290__M_Left_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\290__M_Left_index_finger.BMP,20260902
robustness,449__F_Left_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\449__F_Left_thumb_finger.BMP,20260902
robustness,150__M_Right_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\150__M_Right_little_finger.BMP,20260902
robustness,304__M_Right_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\304__M_Right_thumb_finger.BMP,20260902
robustness,422__M_Left_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\422__M_Left_middle_finger.BMP,20260902
robustness,89__M_Left_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\89__M_Left_middle_finger.BMP,20260902
robustness,251__M_Left_little_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\251__M_Left_little_finger.BMP,20260902
robustness,590__M_Left_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\590__M_Left_thumb_finger.BMP,20260902
robustness,192__M_Left_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\192__M_Left_ring_finger.BMP,20260902
robustness,3__M_Right_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\3__M_Right_ring_finger.BMP,20260902
robustness,568__M_Left_middle_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\568__M_Left_middle_finger.BMP,20260902
robustness,310__M_Left_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\310__M_Left_thumb_finger.BMP,20260902
robustness,25__F_Right_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\25__F_Right_index_finger.BMP,20260902
robustness,356__M_Right_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\356__M_Right_index_finger.BMP,20260902
robustness,256__M_Left_index_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\256__M_Left_index_finger.BMP,20260902
robustness,371__M_Right_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\371__M_Right_thumb_finger.BMP,20260902
robustness,97__M_Right_ring_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\97__M_Right_ring_finger.BMP,20260902
robustness,272__M_Left_thumb_finger.BMP,C:\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\272__M_Left_thumb_finger.BMP,20260902
