filename,subject_id,split,deterministic_subject_score,subject_rank,path
600__M_Left_index_finger.BMP,600,development,005f44d4d9b0ed44908cc51d6ec796e366f1d30c8529a5213bd813a6427bc453,2,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\600__M_Left_index_finger.BMP
600__M_Left_little_finger.BMP,600,development,005f44d4d9b0ed44908cc51d6ec796e366f1d30c8529a5213bd813a6427bc453,2,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\600__M_Left_little_finger.BMP
600__M_Left_middle_finger.BMP,600,development,005f44d4d9b0ed44908cc51d6ec796e366f1d30c8529a5213bd813a6427bc453,2,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\600__M_Left_middle_finger.BMP
600__M_Left_ring_finger.BMP,600,development,005f44d4d9b0ed44908cc51d6ec796e366f1d30c8529a5213bd813a6427bc453,2,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\600__M_Left_ring_finger.BMP
600__M_Left_thumb_finger.BMP,600,development,005f44d4d9b0ed44908cc51d6ec796e366f1d30c8529a5213bd813a6427bc453,2,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\600__M_Left_thumb_finger.BMP
600__M_Right_index_finger.BMP,600,development,005f44d4d9b0ed44908cc51d6ec796e366f1d30c8529a5213bd813a6427bc453,2,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\600__M_Right_index_finger.BMP
600__M_Right_little_finger.BMP,600,development,005f44d4d9b0ed44908cc51d6ec796e366f1d30c8529a5213bd813a6427bc453,2,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\600__M_Right_little_finger.BMP
600__M_Right_middle_finger.BMP,600,development,005f44d4d9b0ed44908cc51d6ec796e366f1d30c8529a5213bd813a6427bc453,2,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\600__M_Right_middle_finger.BMP
600__M_Right_ring_finger.BMP,600,development,005f44d4d9b0ed44908cc51d6ec796e366f1d30c8529a5213bd813a6427bc453,2,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\600__M_Right_ring_finger.BMP
600__M_Right_thumb_finger.BMP,600,development,005f44d4d9b0ed44908cc51d6ec796e366f1d30c8529a5213bd813a6427bc453,2,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\600__M_Right_thumb_finger.BMP
501__M_Left_index_finger.BMP,501,development,00989062f5da12b841db6da45cf52059514134b3a4e1d3bdbf921fa744e2e82b,3,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\501__M_Left_index_finger.BMP
501__M_Left_little_finger.BMP,501,development,00989062f5da12b841db6da45cf52059514134b3a4e1d3bdbf921fa744e2e82b,3,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\501__M_Left_little_finger.BMP
501__M_Left_middle_finger.BMP,501,development,00989062f5da12b841db6da45cf52059514134b3a4e1d3bdbf921fa744e2e82b,3,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\501__M_Left_middle_finger.BMP
501__M_Left_ring_finger.BMP,501,development,00989062f5da12b841db6da45cf52059514134b3a4e1d3bdbf921fa744e2e82b,3,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\501__M_Left_ring_finger.BMP
501__M_Left_thumb_finger.BMP,501,development,00989062f5da12b841db6da45cf52059514134b3a4e1d3bdbf921fa744e2e82b,3,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\501__M_Left_thumb_finger.BMP
501__M_Right_index_finger.BMP,501,development,00989062f5da12b841db6da45cf52059514134b3a4e1d3bdbf921fa744e2e82b,3,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\501__M_Right_index_finger.BMP
501__M_Right_little_finger.BMP,501,development,00989062f5da12b841db6da45cf52059514134b3a4e1d3bdbf921fa744e2e82b,3,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\501__M_Right_little_finger.BMP
501__M_Right_middle_finger.BMP,501,development,00989062f5da12b841db6da45cf52059514134b3a4e1d3bdbf921fa744e2e82b,3,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\501__M_Right_middle_finger.BMP
501__M_Right_ring_finger.BMP,501,development,00989062f5da12b841db6da45cf52059514134b3a4e1d3bdbf921fa744e2e82b,3,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\501__M_Right_ring_finger.BMP
501__M_Right_thumb_finger.BMP,501,development,00989062f5da12b841db6da45cf52059514134b3a4e1d3bdbf921fa744e2e82b,3,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\501__M_Right_thumb_finger.BMP
443__M_Left_index_finger.BMP,443,development,00b7112133ee183fae4a5a8730e2561ef2613b46b5152f0f07e5b5f1dbe71fe1,4,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\443__M_Left_index_finger.BMP
443__M_Left_little_finger.BMP,443,development,00b7112133ee183fae4a5a8730e2561ef2613b46b5152f0f07e5b5f1dbe71fe1,4,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\443__M_Left_little_finger.BMP
443__M_Left_middle_finger.BMP,443,development,00b7112133ee183fae4a5a8730e2561ef2613b46b5152f0f07e5b5f1dbe71fe1,4,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\443__M_Left_middle_finger.BMP
443__M_Left_ring_finger.BMP,443,development,00b7112133ee183fae4a5a8730e2561ef2613b46b5152f0f07e5b5f1dbe71fe1,4,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\443__M_Left_ring_finger.BMP
443__M_Left_thumb_finger.BMP,443,development,00b7112133ee183fae4a5a8730e2561ef2613b46b5152f0f07e5b5f1dbe71fe1,4,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\443__M_Left_thumb_finger.BMP
443__M_Right_index_finger.BMP,443,development,00b7112133ee183fae4a5a8730e2561ef2613b46b5152f0f07e5b5f1dbe71fe1,4,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\443__M_Right_index_finger.BMP
443__M_Right_little_finger.BMP,443,development,00b7112133ee183fae4a5a8730e2561ef2613b46b5152f0f07e5b5f1dbe71fe1,4,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\443__M_Right_little_finger.BMP
443__M_Right_middle_finger.BMP,443,development,00b7112133ee183fae4a5a8730e2561ef2613b46b5152f0f07e5b5f1dbe71fe1,4,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\443__M_Right_middle_finger.BMP
443__M_Right_ring_finger.BMP,443,development,00b7112133ee183fae4a5a8730e2561ef2613b46b5152f0f07e5b5f1dbe71fe1,4,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\443__M_Right_ring_finger.BMP
443__M_Right_thumb_finger.BMP,443,development,00b7112133ee183fae4a5a8730e2561ef2613b46b5152f0f07e5b5f1dbe71fe1,4,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\443__M_Right_thumb_finger.BMP
572__F_Left_index_finger.BMP,572,development,032b3174890316aeb675df863b3915d7a52857c06726980544b32c999ffb808c,5,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\572__F_Left_index_finger.BMP
572__F_Left_little_finger.BMP,572,development,032b3174890316aeb675df863b3915d7a52857c06726980544b32c999ffb808c,5,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\572__F_Left_little_finger.BMP
572__F_Left_middle_finger.BMP,572,development,032b3174890316aeb675df863b3915d7a52857c06726980544b32c999ffb808c,5,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\572__F_Left_middle_finger.BMP
572__F_Left_ring_finger.BMP,572,development,032b3174890316aeb675df863b3915d7a52857c06726980544b32c999ffb808c,5,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\572__F_Left_ring_finger.BMP
572__F_Left_thumb_finger.BMP,572,development,032b3174890316aeb675df863b3915d7a52857c06726980544b32c999ffb808c,5,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\572__F_Left_thumb_finger.BMP
572__F_Right_index_finger.BMP,572,development,032b3174890316aeb675df863b3915d7a52857c06726980544b32c999ffb808c,5,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\572__F_Right_index_finger.BMP
572__F_Right_little_finger.BMP,572,development,032b3174890316aeb675df863b3915d7a52857c06726980544b32c999ffb808c,5,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\572__F_Right_little_finger.BMP
572__F_Right_middle_finger.BMP,572,development,032b3174890316aeb675df863b3915d7a52857c06726980544b32c999ffb808c,5,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\572__F_Right_middle_finger.BMP
572__F_Right_ring_finger.BMP,572,development,032b3174890316aeb675df863b3915d7a52857c06726980544b32c999ffb808c,5,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\572__F_Right_ring_finger.BMP
572__F_Right_thumb_finger.BMP,572,development,032b3174890316aeb675df863b3915d7a52857c06726980544b32c999ffb808c,5,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\572__F_Right_thumb_finger.BMP
29__F_Left_index_finger.BMP,29,development,03398092c337e7961fe0930026059117f8dda15dedb1e907d9d0b32a297c2039,6,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\29__F_Left_index_finger.BMP
29__F_Left_little_finger.BMP,29,development,03398092c337e7961fe0930026059117f8dda15dedb1e907d9d0b32a297c2039,6,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\29__F_Left_little_finger.BMP
29__F_Left_middle_finger.BMP,29,development,03398092c337e7961fe0930026059117f8dda15dedb1e907d9d0b32a297c2039,6,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\29__F_Left_middle_finger.BMP
29__F_Left_ring_finger.BMP,29,development,03398092c337e7961fe0930026059117f8dda15dedb1e907d9d0b32a297c2039,6,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\29__F_Left_ring_finger.BMP
29__F_Left_thumb_finger.BMP,29,development,03398092c337e7961fe0930026059117f8dda15dedb1e907d9d0b32a297c2039,6,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\29__F_Left_thumb_finger.BMP
29__F_Right_index_finger.BMP,29,development,03398092c337e7961fe0930026059117f8dda15dedb1e907d9d0b32a297c2039,6,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\29__F_Right_index_finger.BMP
29__F_Right_little_finger.BMP,29,development,03398092c337e7961fe0930026059117f8dda15dedb1e907d9d0b32a297c2039,6,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\29__F_Right_little_finger.BMP
29__F_Right_middle_finger.BMP,29,development,03398092c337e7961fe0930026059117f8dda15dedb1e907d9d0b32a297c2039,6,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\29__F_Right_middle_finger.BMP
29__F_Right_ring_finger.BMP,29,development,03398092c337e7961fe0930026059117f8dda15dedb1e907d9d0b32a297c2039,6,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\29__F_Right_ring_finger.BMP
29__F_Right_thumb_finger.BMP,29,development,03398092c337e7961fe0930026059117f8dda15dedb1e907d9d0b32a297c2039,6,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\29__F_Right_thumb_finger.BMP
236__M_Left_index_finger.BMP,236,development,03a56ed4898648afa18e5d35e481272b86f84c84a64466bbe76a9ceba24634ec,7,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\236__M_Left_index_finger.BMP
236__M_Left_little_finger.BMP,236,development,03a56ed4898648afa18e5d35e481272b86f84c84a64466bbe76a9ceba24634ec,7,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\236__M_Left_little_finger.BMP
236__M_Left_middle_finger.BMP,236,development,03a56ed4898648afa18e5d35e481272b86f84c84a64466bbe76a9ceba24634ec,7,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\236__M_Left_middle_finger.BMP
236__M_Left_ring_finger.BMP,236,development,03a56ed4898648afa18e5d35e481272b86f84c84a64466bbe76a9ceba24634ec,7,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\236__M_Left_ring_finger.BMP
236__M_Left_thumb_finger.BMP,236,development,03a56ed4898648afa18e5d35e481272b86f84c84a64466bbe76a9ceba24634ec,7,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\236__M_Left_thumb_finger.BMP
236__M_Right_index_finger.BMP,236,development,03a56ed4898648afa18e5d35e481272b86f84c84a64466bbe76a9ceba24634ec,7,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\236__M_Right_index_finger.BMP
236__M_Right_little_finger.BMP,236,development,03a56ed4898648afa18e5d35e481272b86f84c84a64466bbe76a9ceba24634ec,7,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\236__M_Right_little_finger.BMP
236__M_Right_middle_finger.BMP,236,development,03a56ed4898648afa18e5d35e481272b86f84c84a64466bbe76a9ceba24634ec,7,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\236__M_Right_middle_finger.BMP
236__M_Right_ring_finger.BMP,236,development,03a56ed4898648afa18e5d35e481272b86f84c84a64466bbe76a9ceba24634ec,7,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\236__M_Right_ring_finger.BMP
236__M_Right_thumb_finger.BMP,236,development,03a56ed4898648afa18e5d35e481272b86f84c84a64466bbe76a9ceba24634ec,7,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\236__M_Right_thumb_finger.BMP
71__M_Left_index_finger.BMP,71,development,041d2e3a3668366ce5f3a4194347e33c0c9b8366d15244cf6932856ae1d3029a,8,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\71__M_Left_index_finger.BMP
71__M_Left_little_finger.BMP,71,development,041d2e3a3668366ce5f3a4194347e33c0c9b8366d15244cf6932856ae1d3029a,8,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\71__M_Left_little_finger.BMP
71__M_Left_middle_finger.BMP,71,development,041d2e3a3668366ce5f3a4194347e33c0c9b8366d15244cf6932856ae1d3029a,8,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\71__M_Left_middle_finger.BMP
71__M_Left_ring_finger.BMP,71,development,041d2e3a3668366ce5f3a4194347e33c0c9b8366d15244cf6932856ae1d3029a,8,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\71__M_Left_ring_finger.BMP
71__M_Left_thumb_finger.BMP,71,development,041d2e3a3668366ce5f3a4194347e33c0c9b8366d15244cf6932856ae1d3029a,8,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\71__M_Left_thumb_finger.BMP
71__M_Right_index_finger.BMP,71,development,041d2e3a3668366ce5f3a4194347e33c0c9b8366d15244cf6932856ae1d3029a,8,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\71__M_Right_index_finger.BMP
71__M_Right_little_finger.BMP,71,development,041d2e3a3668366ce5f3a4194347e33c0c9b8366d15244cf6932856ae1d3029a,8,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\71__M_Right_little_finger.BMP
