Dataset split,Image,Path,Ridge coherence,Sharpness Laplacian variance,Local contrast,Intensity dynamic range,Foreground usable-area ratio,Valid ridge-frequency-block ratio,Mean valid ridge frequency,Eligible frequency-block ratio,Orientation confidence valid ratio,Entropy,Log sharpness,Ridge coherence score,Log sharpness score,Local contrast score,Intensity dynamic range score,Foreground usable-area ratio score,Valid ridge-frequency-block ratio score,Orientation confidence valid ratio score,Entropy score,Diagnostic quality score,Quality band vs Real,Selected for screening24
Real,120__M_Right_ring_finger.BMP,data\SOCOFing\Real\120__M_Right_ring_finger.BMP,0.585832417011261,528.6080142771825,0.11681199073791504,1.0,1.0,1.0,0.11191773937127943,0.921875,0.7292022705078125,-1.7138008694484033,2.72313374322621,0.1867402902256787,0.0,0.0,0.5,1.0,0.5,0.1893042933249765,0.12236384572470031,0.31230105365941946,Lower quality,False
Real,122__M_Left_index_finger.BMP,data\SOCOFing\Real\122__M_Left_index_finger.BMP,0.6085583567619324,1161.1814090525731,0.18642739951610565,1.0,1.0,1.0,0.10212664237109952,0.984375,0.757659912109375,-1.2188770398912756,3.06490007399867,0.28582948247949747,0.4107038273682626,0.48330539286944874,0.5,1.0,0.5,0.30619554998433096,0.4731227410371768,0.49489462421733954,Lower quality,False
Real,123__M_Left_middle_finger.BMP,data\SOCOFing\Real\123__M_Left_middle_finger.BMP,0.6190376281738281,1232.5559512889013,0.16225428879261017,1.0,1.0,1.0,0.11303300587768335,0.875,0.71868896484375,-1.5486350807197327,3.090806642987392,0.3315209940739788,0.46649979933308877,0.24294660496860662,0.5,1.0,0.5,0.14612033845189593,0.2394189684285775,0.42831333815701844,Lower quality,False
Real,124__M_Left_thumb_finger.BMP,data\SOCOFing\Real\124__M_Left_thumb_finger.BMP,0.7293875217437744,1877.9848211514206,0.2099788933992386,1.0,0.944305419921875,1.0,0.11929345900161381,0.96875,0.9146979930840577,-0.5924024006347832,3.273692077750742,0.8126664137619726,0.8603871796061469,0.7174833018591182,0.5,0.0,0.5,0.9512377107337395,0.9171133902720715,0.6573609995291311,Medium quality,False
Real,125__M_Right_little_finger.BMP,data\SOCOFing\Real\125__M_Right_little_finger.BMP,0.6828585863113403,1977.9373904978856,0.19409477710723877,1.0,1.0,1.0,0.11598980864538316,0.984375,0.833099365234375,-0.9188623522960274,3.2962125403493157,0.609791871322258,0.908890364274559,0.559543887999973,0.5,1.0,0.5,0.6160670636164214,0.6857470159535662,0.6725050253958473,Medium quality,False
Real,126__F_Right_ring_finger.BMP,data\SOCOFing\Real\126__F_Right_ring_finger.BMP,0.6522355079650879,1853.9253055369481,0.17957842350006104,1.0,1.0,1.0,0.11986132073982984,0.96875,0.7986907958984375,-1.1180560444245582,3.2680922324802077,0.47626973182235377,0.8483265779163551,0.4152044524315945,0.5,1.0,0.5,0.4747320589157005,0.544575879646111,0.5948885875915143,Medium quality,False
Real,128__M_Left_index_finger.BMP,data\SOCOFing\Real\128__M_Left_index_finger.BMP,0.6454817652702332,1380.6880313670263,0.18877744674682617,1.0,1.0,1.0,0.1079141230364141,0.953125,0.7783966064453125,-1.4640955284292023,3.140095560141744,0.4468221967296184,0.5726552319925856,0.5066724518444732,0.5,1.0,0.5,0.39137261046693833,0.2993332384651852,0.5271069661873502,Lower quality,False
Real,129__M_Left_middle_finger.BMP,data\SOCOFing\Real\129__M_Left_middle_finger.BMP,0.8022692203521729,1355.5594913279638,0.21517285704612732,1.0,1.0,1.0,0.10415629185375355,1.0,0.9432373046875,-0.5135898867904403,3.1321185821809823,1.0,0.555474908389855,0.7691280744681228,0.5,1.0,0.5,1.0,0.972968834366525,0.7871964771530628,Higher quality,False
Real,12__M_Left_thumb_finger.BMP,data\SOCOFing\Real\12__M_Left_thumb_finger.BMP,0.7585132122039795,1921.8143131053075,0.22234883904457092,1.0,1.0,1.0,0.11431623176023374,1.0,0.8942413330078125,-0.6657919970995062,3.2837114235565226,0.9396596722674306,0.881966229225902,0.840480510440201,0.5,1.0,0.5,0.8672109056722034,0.8651012376011656,0.7993023194008628,Higher quality,False
Real,130__F_Right_little_finger.BMP,data\SOCOFing\Real\130__F_Right_little_finger.BMP,0.6843597888946533,753.6475650584325,0.1592503786087036,1.0,1.0,1.0,0.1015683987088427,0.984375,0.81365966796875,-1.5544599539697965,2.8771683003348785,0.6163373850841448,0.006378700995410062,0.21307803658179164,0.5,1.0,0.5,0.5362174866812913,0.23529080570027272,0.45091280188036387,Lower quality,False
Real,131__M_Right_ring_finger.BMP,data\SOCOFing\Real\131__M_Right_ring_finger.BMP,0.6705629825592041,1700.9080325877294,0.179350808262825,1.0,1.0,1.0,0.11937465240383167,0.984375,0.819183349609375,-1.139628129118145,3.230680832119659,0.5561808234430956,0.7677522090529678,0.41294122188772253,0.5,1.0,0.5,0.5589062989658415,0.5292874652582233,0.6031335023259813,Medium quality,False
Real,133__M_Left_index_finger.BMP,data\SOCOFing\Real\133__M_Left_index_finger.BMP,0.7555288076400757,1212.1922733103856,0.18324869871139526,1.0,1.0,1.0,0.10762136475312507,1.0,0.8993377685546875,-0.7126781996628154,3.0835715114267073,0.9266471306150177,0.45091721879540614,0.451698841223739,0.5,1.0,0.5,0.8881447821999376,0.8318723816957642,0.6936600443162331,Medium quality,False
Real,134__M_Left_middle_finger.BMP,data\SOCOFing\Real\134__M_Left_middle_finger.BMP,0.7570993900299072,1062.7840091502294,0.1953599452972412,1.0,1.0,1.0,0.10402888676149447,1.0,0.9065704345703125,-0.6643731625379428,3.0264450113102552,0.9334951528347317,0.3278816828919909,0.572123745682258,0.5,1.0,0.5,0.9178533375117521,0.8661067839372362,0.7021825878572461,Higher quality,False
Real,135__F_Left_thumb_finger.BMP,data\SOCOFing\Real\135__F_Left_thumb_finger.BMP,0.7127289772033691,1676.5828677928075,0.21083243191242218,1.0,1.0,1.0,0.1055123037919948,0.984375,0.83892822265625,-1.0505482375149466,3.224425023995511,0.7400321578965247,0.7542788349884885,0.7259702311915559,0.5,1.0,0.5,0.6400094014415546,0.5924195322699338,0.6815887697235071,Medium quality,False
Real,136__F_Right_little_finger.BMP,data\SOCOFing\Real\136__F_Right_little_finger.BMP,0.6388711929321289,1641.955029658042,0.1709783673286438,1.0,1.0,1.0,0.11623730286332713,0.953125,0.7919158935546875,-1.3015104860364346,3.2153612583627087,0.41799891018989077,0.7347578550639082,0.32969212011799404,0.5,1.0,0.5,0.4469037919147604,0.4145593529867871,0.5429890037841676,Medium quality,False
Real,137__M_Right_ring_finger.BMP,data\SOCOFing\Real\137__M_Right_ring_finger.BMP,0.5522528290748596,541.8416263377294,0.11688181757926941,1.0,1.0,1.0,0.10576940756558721,0.890625,0.69091796875,-1.9252095807345715,2.733872366135219,0.04032723618527149,0.0,0.0,0.5,1.0,0.5,0.03204951425885295,0.0,0.25904709380551555,Lower quality,False
Real,139__M_Left_index_finger.BMP,data\SOCOFing\Real\139__M_Left_index_finger.BMP,0.781997799873352,1924.4532901560888,0.23202139139175415,1.0,1.0,1.0,0.10580812049855147,1.0,0.9371490478515625,-0.8025803876327026,3.284307374472623,1.0,0.8832497515874173,0.9366569183783277,0.5,1.0,0.5,1.0,0.7681575426533407,0.8235080265773856,Higher quality,False
Real,13__F_Left_middle_finger.BMP,data\SOCOFing\Real\13__F_Left_middle_finger.BMP,0.7411494255065918,2554.385510615073,0.2066844403743744,1.0,1.0,1.0,0.12544941276478733,0.984375,0.905731201171875,-0.6338551340331486,3.4072864420653035,0.8639504335213885,1.0,0.6847257993220961,0.5,1.0,0.5,0.9144061422751492,0.8877353039764408,0.7938522098868843,Higher quality,False
Real,140__F_Left_thumb_finger.BMP,data\SOCOFing\Real\140__F_Left_thumb_finger.BMP,0.7742220163345337,1564.6527225291356,0.19843992590904236,1.0,1.0,1.0,0.11566312416487812,1.0,0.93505859375,-0.5424763461417405,3.194417960140928,1.0,0.6896514698477813,0.6027486997925732,0.5,1.0,0.5,1.0,0.9524966284098682,0.7806120997562778,Higher quality,False
Real,141__F_Right_little_finger.BMP,data\SOCOFing\Real\141__F_Right_little_finger.BMP,0.591931939125061,1101.7925540721044,0.16711094975471497,1.0,1.0,1.0,0.10550232534865808,0.953125,0.7442779541015625,-1.7033510575953912,3.0420998330796656,0.21333530570233888,0.36159807339281824,0.2912374995683748,0.5,1.0,0.5,0.25122845502977126,0.12976976203522755,0.40589613696606636,Lower quality,False
Real,142__F_Right_ring_finger.BMP,data\SOCOFing\Real\142__F_Right_ring_finger.BMP,0.6410477161407471,1442.4996158396825,0.16063271462917328,1.0,1.0,1.0,0.12144124379546549,0.984375,0.794403076171875,-1.155736679265551,3.159115706168339,0.42748894356275896,0.6136196505124125,0.22682292089363237,0.5,1.0,0.5,0.4571200250705109,0.5178711282031946,0.5303653335303136,Lower quality,False
Real,144__M_Left_index_finger.BMP,data\SOCOFing\Real\144__M_Left_index_finger.BMP,0.6862210035324097,1124.9390079295263,0.1870708018541336,1.0,1.0,1.0,0.10475672618734795,0.96875,0.8115386962890625,-1.2431396963343775,3.0511289764583034,0.624452616273245,0.38104448603974916,0.4897028899839039,0.5,1.0,0.5,0.5275054841742401,0.4559274837812393,0.5598291200315472,Medium quality,False
Real,145__M_Left_middle_finger.BMP,data\SOCOFing\Real\145__M_Left_middle_finger.BMP,0.7326521873474121,1957.4977237498388,0.19936345517635345,1.0,1.0,1.0,0.12157310868235102,1.0,0.9095916748046875,-0.3965467419106917,3.2917012657167195,0.8269009440472924,0.8991742589487035,0.6119315632568973,0.5,1.0,0.5,0.9302632403635227,1.0,0.783533750827052,Higher quality,False
Real,146__M_Left_thumb_finger.BMP,data\SOCOFing\Real\146__M_Left_thumb_finger.BMP,0.7074546813964844,1648.91209142562,0.23666168749332428,1.0,1.0,1.0,0.10041286253934165,1.0,0.874481201171875,-1.1720866080030545,3.2171975026873048,0.717035277813866,0.7387126449436617,0.9827964475118425,0.5,1.0,0.5,0.7860451269194613,0.5062837230310973,0.716359152527491,Higher quality,False
Real,147__M_Right_little_finger.BMP,data\SOCOFing\Real\147__M_Right_little_finger.BMP,0.653600811958313,1348.6641361033544,0.18623234331607819,1.0,1.0,1.0,0.11213297358511676,0.984375,0.803955078125,-0.9122443805014323,3.1299038088282867,0.48222270324416666,0.5507048660137595,0.48136590430517484,0.5,1.0,0.5,0.4963553744907554,0.6904372578397945,0.5876357632367063,Medium quality,False
Real,148__M_Right_ring_finger.BMP,data\SOCOFing\Real\148__M_Right_ring_finger.BMP,0.6799112558364868,1785.5361758982763,0.20096376538276672,1.0,1.0,1.0,0.11478737604251243,1.0,0.863555908203125,-0.7289287999713621,3.251768653651647,0.5969409793784091,0.8131698596693144,0.6278438149268892,0.5,1.0,0.5,0.7411689125665938,0.8203553718611579,0.6999348673002955,Higher quality,True
Real,14__M_Left_index_finger.BMP,data\SOCOFing\Real\14__M_Left_index_finger.BMP,0.7174344062805176,1514.087598017417,0.2078004628419876,1.0,1.0,1.0,0.1078450699847964,1.0,0.863555908203125,-0.8924474196200725,3.1801510021356947,0.7605486765345931,0.6589241748041996,0.6958226668561903,0.5,1.0,0.5,0.7411689125665938,0.704467619108727,0.6951165062337881,Medium quality,False
Real,150__M_Left_ring_finger.BMP,data\SOCOFing\Real\150__M_Left_ring_finger.BMP,0.6447917819023132,1561.9560977732763,0.17186152935028076,1.0,1.0,1.0,0.11580764916565497,0.90625,0.79046630859375,-1.4154882360497147,3.193668822906992,0.44381374491878695,0.688038024234018,0.33847360279388283,0.5,1.0,0.5,0.4409495455969916,0.3337818529002912,0.5306320963054962,Lower quality,False
Real,151__M_Right_index_finger.BMP,data\SOCOFing\Real\151__M_Right_index_finger.BMP,0.5969765782356262,1019.8287784373388,0.19118067622184753,1.0,1.0,1.0,0.09193602536298379,0.890625,0.7183685302734375,-1.5475097540799185,3.008527263113106,0.2353308412076708,0.2892915408891583,0.5305683140804521,0.5,1.0,0.5,0.1448041366342839,0.24021650191852909,0.4300264168412618,Lower quality,False
Real,152__M_Right_middle_finger.BMP,data\SOCOFing\Real\152__M_Right_middle_finger.BMP,0.6554243564605713,1919.7064334666356,0.19100579619407654,1.0,1.0,1.0,0.11779489083780595,0.953125,0.799560546875,-1.049082416329691,3.2832348203319883,0.4901736858547902,0.8809397505684605,0.528829441827563,0.5,1.0,0.5,0.47830460670636177,0.5934583786316577,0.6214632329486042,Medium quality,False
Real,153__M_Right_thumb_finger.BMP,data\SOCOFing\Real\153__M_Right_thumb_finger.BMP,0.6893389225006104,2259.819775751792,0.2138245701789856,1.0,1.0,1.0,0.1265828106504312,1.0,0.88641357421875,-0.3522173891423002,3.354073804847616,0.6380473047860814,1.0,0.7557217487024521,0.5,1.0,0.5,0.8350579755562523,1.0,0.7786033786305983,Higher quality,False
Real,155__M_Left_little_finger.BMP,data\SOCOFing\Real\155__M_Left_little_finger.BMP,0.6127060651779175,2299.297589472495,0.17946487665176392,1.0,1.0,1.0,0.1279385319424121,0.9375,0.765838623046875,-1.1804980814223538,3.3615951840147322,0.3039142385403415,1.0,0.4140754300588086,0.5,1.0,0.5,0.33979003447195244,0.5003224034334053,0.5697627633130635,Medium quality,False
Real,156__F_Left_ring_finger.BMP,data\SOCOFing\Real\156__F_Left_ring_finger.BMP,0.6177780628204346,1789.4128543650731,0.16524703800678253,1.0,1.0,1.0,0.12205352571488616,0.890625,0.740264892578125,-1.612743745743216,3.2527105528014966,0.326029062174662,0.8151984640198786,0.27270419727179734,0.5,1.0,0.5,0.23474459417110624,0.19398433145885147,0.480332581137037,Lower quality,False
Real,157__M_Right_index_finger.BMP,data\SOCOFing\Real\157__M_Right_index_finger.BMP,0.6304052472114563,1596.6681339060888,0.18064141273498535,1.0,1.0,1.0,0.11500802775285145,0.984375,0.78997802734375,-1.1791539188901017,3.203214657784896,0.3810858613862065,0.7085972551943298,0.4257739983613914,0.5,1.0,0.5,0.438943904732059,0.5012750287401219,0.5569595060517636,Medium quality,False
Real,158__M_Right_middle_finger.BMP,data\SOCOFing\Real\158__M_Right_middle_finger.BMP,0.7028994560241699,1597.2423526560888,0.20290598273277283,1.0,1.0,1.0,0.10752184019804503,1.0,0.886932373046875,-0.6783148327703634,3.203370817475824,0.697173674393774,0.7089335823143298,0.6471557277968248,0.5,1.0,0.5,0.8371889689752432,0.8562261425991325,0.7183347620099131,Higher quality,True
Real,159__M_Right_thumb_finger.BMP,data\SOCOFing\Real\159__M_Right_thumb_finger.BMP,0.520875871181488,706.1582191105451,0.13034416735172272,1.0,0.9863739013671875,1.0,0.10787119832811752,0.78125,0.6453753693362003,-2.330585346982486,2.848902018315548,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.125,Lower quality,True
Real,160__M_Left_little_finger.BMP,data\SOCOFing\Real\160__M_Left_little_finger.BMP,0.6166414022445679,1621.50486486312,0.1566753387451172,1.0,1.0,1.0,0.1188794056065128,0.890625,0.748931884765625,-1.5143099445583175,3.209918255987739,0.32107301725132437,0.7230350519381644,0.18747382422006195,0.5,1.0,0.5,0.27034471952366035,0.2637456347202409,0.47070903095668154,Lower quality,False
Real,161__F_Left_ring_finger.BMP,data\SOCOFing\Real\161__F_Left_ring_finger.BMP,0.6519101858139038,2174.389111689292,0.18009640276432037,1.0,1.0,0.9836065573770492,0.1215787690453968,0.953125,0.7898406982421875,-1.1914778157964088,3.337337264652815,0.474851268624054,0.9974622614369419,0.42035483913768495,0.5,1.0,0.5,0.43837981823879674,0.4925409242039365,0.6029486389551768,Medium quality,False
Real,162__M_Right_index_finger.BMP,data\SOCOFing\Real\162__M_Right_index_finger.BMP,0.762509822845459,1383.2208072459325,0.2367229163646698,1.0,1.0,1.0,0.0984524551950285,1.0,0.8988189697265625,-0.8172225369789814,3.1408915132358817,0.9570856148054293,0.574369506721329,0.9834052602322857,0.5,1.0,0.5,0.8860137887809467,0.7577804627412725,0.7698318291601579,Higher quality,False
Real,163__M_Right_middle_finger.BMP,data\SOCOFing\Real\163__M_Right_middle_finger.BMP,0.6757745742797852,1593.6184207713231,0.1771221160888672,1.0,1.0,1.0,0.12601848450053207,1.0,0.8673553466796875,-0.6844511442986997,3.2023843411556157,0.5789043024109483,0.7068089704010243,0.3907808240943212,0.5,1.0,0.5,0.7567753055468508,0.8518772595500007,0.6606433327503932,Medium quality,False
Real,164__M_Right_thumb_finger.BMP,data\SOCOFing\Real\164__M_Right_thumb_finger.BMP,0.5647522211074829,1746.5469180857763,0.23110681772232056,1.0,1.0,1.0,0.09280261038966357,1.0,0.7609710693359375,-0.47330741230113216,3.2421802567312175,0.09482683768755346,0.7925189612044191,0.9275631024791012,0.5,1.0,0.5,0.3197963020996553,1.0,0.6418381504338412,Medium quality,False
Real,166__M_Left_little_finger.BMP,data\SOCOFing\Real\166__M_Left_little_finger.BMP,0.6855910420417786,798.530011347495,0.15800079703330994,1.0,1.0,1.0,0.10227275005524379,0.96875,0.8177642822265625,-1.4050092320170278,2.9022912429762964,0.6217058706626128,0.0604869468192676,0.20065316018584975,0.5,1.0,0.5,0.5530774052021311,0.3412084580847078,0.47214148011932117,Lower quality,False
Real,167__M_Left_ring_finger.BMP,data\SOCOFing\Real\167__M_Left_ring_finger.BMP,0.6369786262512207,1520.9299442088231,0.17543156445026398,1.0,1.0,1.0,0.11448467257521447,0.984375,0.7993011474609375,-1.1824409507842506,3.1821092104078805,0.40974697844338753,0.6631416431190404,0.37397128115272943,0.5,1.0,0.5,0.4772391099968663,0.49894546688192587,0.5528805599492437,Medium quality,False
Real,168__M_Right_index_finger.BMP,data\SOCOFing\Real\168__M_Right_index_finger.BMP,0.68614661693573,1519.9370242869481,0.1959526538848877,1.0,1.0,1.0,0.11369239142768328,1.0,0.860443115234375,-0.6846489543538958,3.1818255941478895,0.6241282773081519,0.662530807894271,0.578017183201934,0.5,1.0,0.5,0.7283829520526484,0.851737069015016,0.6805995361840026,Medium quality,False
Real,169__F_Right_middle_finger.BMP,data\SOCOFing\Real\169__F_Right_middle_finger.BMP,0.7261098623275757,1914.20896642562,0.20174795389175415,1.0,1.0,1.0,0.11379972146346073,1.0,0.8826904296875,-0.8150769326143462,3.281989346195163,0.798375228112558,0.8782573251167739,0.6356411812510663,0.5,1.0,0.5,0.819764963961141,0.7593010802015199,0.7364174723303823,Higher quality,False
Real,16__M_Right_thumb_finger.BMP,data\SOCOFing\Real\16__M_Right_thumb_finger.BMP,0.6850316524505615,1151.7536833419597,0.1665123552083969,1.0,0.7697601318359375,1.0,0.11724379866832495,0.828125,0.887466053481872,-1.4236747880269756,3.0613596098133913,0.6192668312496331,0.4030785937639871,0.2852855366107395,0.5,0.0,0.5,0.839381089375617,0.32797993802678094,0.4343739986283447,Lower quality,False
Real,171__M_Left_little_finger.BMP,data\SOCOFing\Real\171__M_Left_little_finger.BMP,0.6288337707519531,1169.0887576853856,0.17688044905662537,1.0,1.0,1.0,0.10131918429056856,0.984375,0.7308807373046875,-2.0579768269123506,3.0678474842240315,0.37423394086162354,0.4170517778967446,0.38837787332767537,0.5,1.0,0.5,0.1961986837981824,0.0,0.42198278448552823,Lower quality,False
Real,172__M_Left_ring_finger.BMP,data\SOCOFing\Real\172__M_Left_ring_finger.BMP,0.7579501867294312,2254.0845157420263,0.2237432450056076,1.0,1.0,1.0,0.11880551166759418,1.0,0.89971923828125,-0.7191852449456815,3.3529701956640694,0.937204779747984,1.0,0.8543454089412749,0.5,1.0,0.5,0.8897116891256662,0.8272607548577339,0.8135653290840823,Higher quality,False
